KindOfOperation,KindOfSpace,RoomsAmount,LocationRating,Size,Price,Standard,Floor,City,UserRoomsAmount,UserPrice,UserStandard,UserLocationRating,IsGoodOfert
W,M,5.00,5.00,100.00,25200.00,3.00,6.00,£ódŸ,2.00,50400.00,2.00,3.00,1
W,M,5.00,4.00,110.00,55440.00,5.00,2.00,Wroc³aw,2.00,73920.00,1.00,2.00,1
K,M,3.00,5.00,54.00,398034.00,5.00,2.00,Wroc³aw,2.00,449064.00,1.00,3.00,1
W,M,2.00,4.00,38.00,3064.32,3.00,2.00,Poznañ,0.00,4596.48,2.00,1.00,1
W,M,3.00,3.00,66.00,7983.36,4.00,7.00,Gdañsk,0.00,11975.04,2.00,0.00,1
W,M,5.00,4.00,110.00,36960.00,5.00,7.00,£ódŸ,4.00,73920.00,0.00,1.00,1
W,M,4.00,3.00,88.00,26611.20,5.00,0.00,Warszawa,1.00,35481.60,3.00,1.00,1
K,M,3.00,5.00,63.00,317520.00,5.00,3.00,Szczecin,1.00,357210.00,0.00,0.00,1
W,M,2.00,4.00,40.00,3225.60,3.00,4.00,Wroc³aw,0.00,4838.40,1.00,0.00,1
W,M,5.00,3.00,100.00,37800.00,5.00,0.00,Lublin,2.00,50400.00,1.00,2.00,1
W,M,5.00,4.00,110.00,33264.00,3.00,1.00,Bydgoszcz,1.00,44352.00,1.00,0.00,1
W,M,2.00,5.00,40.00,5376.00,4.00,5.00,Warszawa,1.00,8064.00,2.00,0.00,1
K,M,5.00,5.00,100.00,774900.00,3.00,5.00,Gdañsk,2.00,812700.00,1.00,3.00,1
W,M,3.00,4.00,63.00,10160.64,4.00,4.00,Gdañsk,1.00,15240.96,0.00,0.00,1
W,M,4.00,4.00,76.00,12257.28,3.00,5.00,Kraków,2.00,18385.92,0.00,0.00,1
K,M,5.00,4.00,95.00,478800.00,5.00,9.00,Poznañ,0.00,654360.00,1.00,1.00,1
K,M,4.00,4.00,88.00,425779.20,3.00,7.00,Warszawa,3.00,638668.80,1.00,0.00,1
K,M,4.00,5.00,72.00,159667.20,2.00,8.00,Szczecin,3.00,227404.80,1.00,4.00,1
W,M,2.00,4.00,36.00,7257.60,5.00,5.00,£ódŸ,1.00,9676.80,4.00,0.00,1
K,M,5.00,4.00,100.00,756000.00,5.00,4.00,Gdañsk,0.00,1234800.00,0.00,0.00,1
K,M,4.00,3.00,88.00,343284.48,3.00,0.00,Kraków,0.00,391184.64,1.00,2.00,1
K,M,4.00,5.00,80.00,596736.00,4.00,5.00,Wroc³aw,3.00,645120.00,2.00,3.00,1
K,M,4.00,5.00,76.00,308730.24,3.00,7.00,Bia³ystok,0.00,428238.72,2.00,4.00,1
W,M,5.00,3.00,95.00,23940.00,5.00,5.00,£ódŸ,2.00,35910.00,1.00,2.00,1
K,M,1.00,5.00,25.00,34440.00,4.00,2.00,Szczecin,0.00,39480.00,2.00,4.00,1
K,M,3.00,5.00,63.00,204800.40,3.00,0.00,Poznañ,2.00,233377.20,1.00,1.00,1
W,M,3.00,5.00,57.00,11491.20,4.00,5.00,Bydgoszcz,1.00,17236.80,3.00,1.00,1
W,M,5.00,4.00,105.00,35280.00,5.00,4.00,Wroc³aw,0.00,52920.00,1.00,3.00,1
W,M,4.00,2.00,88.00,9461.76,4.00,4.00,Warszawa,1.00,14192.64,0.00,1.00,1
W,M,3.00,3.00,54.00,7348.32,3.00,2.00,Bydgoszcz,1.00,9797.76,1.00,0.00,1
W,M,5.00,3.00,100.00,20160.00,4.00,9.00,Gdañsk,0.00,40320.00,3.00,0.00,1
K,M,5.00,2.00,100.00,241920.00,3.00,1.00,Gdañsk,0.00,279720.00,1.00,0.00,1
K,M,5.00,5.00,105.00,529200.00,4.00,5.00,£ódŸ,0.00,705600.00,0.00,1.00,1
W,M,3.00,5.00,57.00,14364.00,5.00,2.00,£ódŸ,1.00,21546.00,2.00,0.00,1
K,M,5.00,2.00,95.00,167580.00,2.00,0.00,Kraków,3.00,225036.00,0.00,0.00,1
W,M,4.00,3.00,88.00,3548.16,1.00,8.00,Bia³ystok,0.00,5322.24,0.00,2.00,1
W,M,5.00,2.00,95.00,15960.00,5.00,4.00,Lublin,3.00,23940.00,0.00,0.00,1
K,M,3.00,2.00,54.00,70217.28,3.00,4.00,Poznañ,2.00,71850.24,2.00,1.00,1
K,M,4.00,3.00,88.00,175633.92,3.00,6.00,Bydgoszcz,2.00,260789.76,0.00,2.00,1
K,M,3.00,2.00,66.00,167650.56,4.00,4.00,Gdañsk,2.00,191600.64,2.00,1.00,1
W,M,5.00,3.00,105.00,26460.00,5.00,4.00,Wroc³aw,2.00,52920.00,0.00,1.00,1
K,M,4.00,5.00,80.00,137088.00,1.00,8.00,Wroc³aw,1.00,149184.00,0.00,3.00,1
W,M,4.00,3.00,88.00,21288.96,4.00,0.00,Wroc³aw,3.00,28385.28,2.00,1.00,1
W,M,4.00,3.00,84.00,10160.64,3.00,0.00,Szczecin,0.00,15240.96,0.00,0.00,1
W,M,4.00,3.00,88.00,5322.24,1.00,8.00,Gdañsk,0.00,7096.32,0.00,2.00,1
K,M,3.00,5.00,57.00,310262.40,4.00,0.00,Gdañsk,2.00,336117.60,1.00,4.00,1
W,M,5.00,5.00,100.00,16800.00,2.00,8.00,Bydgoszcz,4.00,25200.00,0.00,0.00,1
W,M,5.00,3.00,90.00,9072.00,2.00,9.00,Wroc³aw,1.00,13608.00,0.00,2.00,1
W,M,4.00,2.00,72.00,9676.80,5.00,2.00,Kraków,2.00,14515.20,2.00,1.00,1
K,M,4.00,2.00,84.00,162570.24,4.00,6.00,£ódŸ,1.00,189665.28,3.00,1.00,1
W,M,5.00,5.00,90.00,30240.00,4.00,9.00,Warszawa,1.00,60480.00,0.00,0.00,1
W,M,4.00,3.00,88.00,21288.96,4.00,5.00,Kraków,0.00,28385.28,0.00,2.00,1
K,M,5.00,2.00,105.00,273420.00,5.00,5.00,Poznañ,3.00,343980.00,3.00,1.00,1
W,M,5.00,5.00,105.00,52920.00,4.00,0.00,Warszawa,2.00,70560.00,2.00,3.00,1
W,M,5.00,3.00,105.00,10584.00,2.00,8.00,Warszawa,2.00,15876.00,0.00,2.00,1
K,M,4.00,4.00,84.00,270950.40,4.00,4.00,£ódŸ,2.00,334172.16,2.00,0.00,1
K,M,1.00,5.00,23.00,18547.20,3.00,3.00,£ódŸ,0.00,27820.80,0.00,3.00,1
W,M,5.00,2.00,95.00,9576.00,3.00,8.00,£ódŸ,1.00,14364.00,0.00,1.00,1
W,M,4.00,2.00,84.00,9031.68,4.00,3.00,Bia³ystok,3.00,13547.52,3.00,0.00,1
K,M,5.00,4.00,100.00,416640.00,4.00,0.00,£ódŸ,4.00,537600.00,2.00,1.00,1
K,M,4.00,1.00,88.00,156119.04,4.00,10.00,Kraków,1.00,159667.20,0.00,0.00,1
K,M,2.00,1.00,40.00,15724.80,2.00,0.00,Bia³ystok,1.00,17472.00,0.00,0.00,1
K,M,5.00,5.00,110.00,716100.00,5.00,0.00,Poznañ,1.00,785400.00,0.00,2.00,1
K,M,4.00,4.00,76.00,269660.16,4.00,8.00,Poznañ,3.00,318689.28,2.00,3.00,1
K,M,2.00,4.00,42.00,85800.96,4.00,6.00,Bydgoszcz,1.00,90316.80,3.00,0.00,1
K,M,2.00,4.00,40.00,32256.00,1.00,4.00,Kraków,0.00,33062.40,0.00,0.00,1
W,M,1.00,3.00,25.00,1260.00,5.00,7.00,Wroc³aw,0.00,2520.00,2.00,2.00,1
W,M,4.00,5.00,80.00,21504.00,4.00,2.00,Poznañ,1.00,32256.00,2.00,0.00,1
K,M,3.00,4.00,54.00,127370.88,3.00,6.00,Bydgoszcz,0.00,153498.24,1.00,3.00,1
W,M,2.00,4.00,42.00,3386.88,3.00,6.00,Bydgoszcz,0.00,6773.76,1.00,3.00,1
K,M,3.00,3.00,60.00,108864.00,3.00,6.00,Szczecin,0.00,127915.20,0.00,1.00,1
W,M,3.00,4.00,57.00,11491.20,5.00,6.00,Poznañ,2.00,22982.40,0.00,3.00,1
K,M,5.00,2.00,105.00,423360.00,5.00,0.00,Kraków,4.00,436590.00,1.00,1.00,1
K,M,4.00,5.00,76.00,383040.00,5.00,1.00,Lublin,2.00,472416.00,3.00,0.00,1
K,M,5.00,5.00,90.00,831600.00,5.00,4.00,Szczecin,0.00,888300.00,4.00,2.00,1
K,M,4.00,5.00,88.00,357477.12,3.00,0.00,Bia³ystok,0.00,495855.36,1.00,3.00,1
K,M,2.00,5.00,36.00,145152.00,4.00,5.00,Kraków,1.00,166924.80,3.00,4.00,1
K,M,5.00,4.00,95.00,517104.00,3.00,1.00,Gdañsk,0.00,646380.00,1.00,1.00,1
W,M,5.00,3.00,90.00,9072.00,2.00,4.00,Wroc³aw,2.00,13608.00,1.00,0.00,1
K,M,5.00,5.00,105.00,979020.00,3.00,6.00,Warszawa,4.00,1137780.00,2.00,1.00,1
W,M,4.00,5.00,84.00,28224.00,5.00,5.00,Kraków,1.00,42336.00,0.00,3.00,1
W,M,5.00,5.00,105.00,66150.00,5.00,1.00,Warszawa,0.00,88200.00,1.00,2.00,1
K,M,5.00,5.00,110.00,693000.00,5.00,7.00,Bydgoszcz,4.00,854700.00,3.00,0.00,1
K,M,5.00,4.00,90.00,453600.00,5.00,1.00,£ódŸ,4.00,604800.00,0.00,1.00,1
W,M,5.00,4.00,95.00,38304.00,4.00,3.00,£ódŸ,2.00,51072.00,2.00,2.00,1
W,M,5.00,4.00,95.00,12768.00,2.00,0.00,Gdañsk,4.00,19152.00,1.00,2.00,1
K,M,5.00,4.00,105.00,476280.00,3.00,2.00,Bydgoszcz,4.00,486864.00,1.00,2.00,1
K,M,5.00,4.00,90.00,447552.00,4.00,3.00,Bydgoszcz,2.00,592704.00,1.00,0.00,1
W,M,5.00,5.00,100.00,63000.00,5.00,0.00,Warszawa,4.00,84000.00,2.00,2.00,1
K,M,4.00,5.00,76.00,377932.80,4.00,2.00,Lublin,1.00,429004.80,3.00,0.00,1
W,M,1.00,5.00,25.00,3150.00,5.00,3.00,Gdañsk,0.00,4200.00,4.00,2.00,1
W,M,4.00,5.00,72.00,19353.60,4.00,2.00,Szczecin,2.00,38707.20,2.00,0.00,1
W,M,4.00,3.00,88.00,10644.48,3.00,9.00,Poznañ,0.00,21288.96,1.00,0.00,1
W,M,5.00,3.00,110.00,33264.00,4.00,2.00,Bydgoszcz,0.00,44352.00,2.00,2.00,1
W,M,5.00,4.00,105.00,35280.00,5.00,3.00,Warszawa,3.00,52920.00,4.00,2.00,1
K,M,5.00,5.00,90.00,498960.00,3.00,5.00,Poznañ,0.00,544320.00,0.00,2.00,1
K,M,4.00,3.00,76.00,227525.76,3.00,0.00,Kraków,2.00,234420.48,1.00,2.00,1
K,M,5.00,1.00,90.00,113400.00,5.00,8.00,£ódŸ,3.00,166320.00,4.00,0.00,1
W,M,3.00,4.00,63.00,7620.48,2.00,9.00,Lublin,0.00,10160.64,1.00,2.00,1
W,M,5.00,4.00,90.00,18144.00,2.00,3.00,Szczecin,1.00,24192.00,0.00,2.00,1
W,M,5.00,4.00,100.00,10080.00,1.00,9.00,Wroc³aw,0.00,13440.00,0.00,2.00,1
K,M,5.00,2.00,105.00,458640.00,5.00,1.00,Bia³ystok,2.00,515970.00,2.00,0.00,1
K,M,4.00,4.00,72.00,301916.16,4.00,7.00,£ódŸ,1.00,356106.24,3.00,2.00,1
K,M,4.00,5.00,84.00,431827.20,3.00,8.00,Wroc³aw,3.00,546134.40,1.00,3.00,1
K,M,4.00,5.00,88.00,301593.60,2.00,7.00,Kraków,3.00,408038.40,0.00,3.00,1
K,M,5.00,5.00,100.00,504000.00,3.00,0.00,£ódŸ,2.00,554400.00,0.00,3.00,1
K,M,4.00,5.00,80.00,471744.00,3.00,3.00,Gdañsk,3.00,544320.00,0.00,2.00,1
K,M,5.00,3.00,90.00,149688.00,2.00,3.00,Lublin,2.00,195048.00,1.00,1.00,1
K,M,1.00,3.00,25.00,3906.00,1.00,8.00,Lublin,0.00,4158.00,0.00,0.00,1
K,M,2.00,5.00,42.00,97372.80,2.00,5.00,Gdañsk,0.00,99489.60,1.00,2.00,1
K,M,3.00,5.00,57.00,275788.80,4.00,8.00,Gdañsk,2.00,422301.60,0.00,1.00,1
K,M,5.00,2.00,100.00,260400.00,5.00,0.00,Poznañ,0.00,277200.00,4.00,1.00,1
W,M,4.00,3.00,80.00,16128.00,5.00,0.00,Bydgoszcz,2.00,32256.00,0.00,2.00,1
W,M,5.00,5.00,110.00,69300.00,5.00,6.00,£ódŸ,3.00,92400.00,2.00,3.00,1
W,M,5.00,3.00,90.00,34020.00,5.00,5.00,Szczecin,2.00,45360.00,4.00,0.00,1
K,M,1.00,1.00,23.00,6375.60,5.00,10.00,Bydgoszcz,0.00,9466.80,0.00,0.00,1
K,M,3.00,2.00,54.00,107775.36,4.00,5.00,Wroc³aw,0.00,140434.56,3.00,1.00,1
K,M,2.00,3.00,42.00,114307.20,5.00,7.00,Kraków,1.00,120657.60,1.00,2.00,1
W,M,2.00,4.00,40.00,3225.60,3.00,6.00,Poznañ,0.00,6451.20,2.00,2.00,1
W,M,4.00,5.00,84.00,22579.20,4.00,7.00,Lublin,1.00,45158.40,3.00,3.00,1
W,M,5.00,5.00,90.00,37800.00,5.00,10.00,Kraków,3.00,56700.00,2.00,4.00,1
K,M,2.00,3.00,44.00,76108.03,4.00,10.00,Bia³ystok,0.00,96864.77,2.00,2.00,1
K,M,3.00,3.00,60.00,201398.40,4.00,1.00,Gdañsk,0.00,266716.80,0.00,2.00,1
W,M,4.00,5.00,76.00,10214.40,2.00,10.00,Kraków,0.00,15321.60,1.00,3.00,1
W,M,4.00,2.00,80.00,8601.60,4.00,2.00,Kraków,1.00,12902.40,3.00,1.00,1
K,M,4.00,3.00,84.00,111767.04,2.00,7.00,Poznañ,3.00,152409.60,1.00,0.00,1
W,M,4.00,4.00,88.00,18923.52,4.00,3.00,Bia³ystok,1.00,28385.28,0.00,2.00,1
K,M,3.00,2.00,63.00,123832.80,5.00,7.00,Lublin,2.00,133358.40,4.00,1.00,1
W,M,4.00,5.00,76.00,15321.60,2.00,4.00,Kraków,3.00,20428.80,1.00,3.00,1
W,M,2.00,5.00,36.00,9072.00,5.00,7.00,Gdañsk,1.00,12096.00,2.00,1.00,1
W,M,4.00,1.00,80.00,8064.00,5.00,0.00,Warszawa,0.00,10752.00,2.00,0.00,1
K,M,3.00,5.00,60.00,302400.00,5.00,6.00,Bydgoszcz,0.00,340200.00,3.00,4.00,1
W,M,5.00,5.00,110.00,9240.00,1.00,0.00,Szczecin,2.00,18480.00,0.00,1.00,1
K,M,3.00,3.00,60.00,290304.00,5.00,8.00,Warszawa,2.00,381024.00,0.00,0.00,1
K,M,3.00,4.00,66.00,232848.00,5.00,3.00,Szczecin,1.00,325987.20,3.00,1.00,1
W,M,3.00,2.00,66.00,5322.24,4.00,0.00,£ódŸ,1.00,10644.48,3.00,0.00,1
W,M,4.00,5.00,72.00,19353.60,4.00,3.00,Poznañ,1.00,38707.20,3.00,1.00,1
W,M,2.00,4.00,36.00,3870.72,4.00,7.00,Warszawa,0.00,7741.44,1.00,1.00,1
W,M,5.00,5.00,95.00,31920.00,4.00,0.00,Szczecin,2.00,63840.00,1.00,0.00,1
K,M,4.00,3.00,72.00,130636.80,3.00,2.00,Poznañ,1.00,209018.88,2.00,1.00,1
K,M,3.00,2.00,63.00,209563.20,5.00,4.00,Warszawa,2.00,304819.20,0.00,0.00,1
W,M,3.00,5.00,66.00,16632.00,5.00,4.00,Bia³ystok,0.00,33264.00,0.00,4.00,1
W,M,5.00,4.00,90.00,12096.00,2.00,1.00,£ódŸ,0.00,18144.00,1.00,3.00,1
W,M,4.00,5.00,80.00,21504.00,4.00,10.00,Szczecin,0.00,32256.00,0.00,0.00,1
K,M,5.00,5.00,110.00,166320.00,1.00,4.00,Bydgoszcz,2.00,180180.00,0.00,1.00,1
K,M,3.00,5.00,57.00,120657.60,2.00,1.00,Szczecin,0.00,123530.40,1.00,1.00,1
K,M,5.00,5.00,105.00,705600.00,4.00,3.00,Lublin,3.00,882000.00,1.00,3.00,1
K,M,3.00,5.00,66.00,425779.20,4.00,4.00,Warszawa,2.00,492307.20,3.00,0.00,1
K,M,5.00,4.00,95.00,383040.00,2.00,4.00,Gdañsk,1.00,411768.00,0.00,0.00,1
K,M,2.00,4.00,44.00,27498.24,1.00,2.00,Wroc³aw,0.00,41690.88,0.00,0.00,1
K,M,5.00,2.00,105.00,268304.40,3.00,7.00,Bia³ystok,0.00,282063.60,0.00,1.00,1
W,M,5.00,4.00,110.00,55440.00,5.00,3.00,Warszawa,1.00,73920.00,2.00,1.00,1
W,M,3.00,5.00,57.00,12927.60,3.00,7.00,Gdañsk,1.00,17236.80,0.00,3.00,1
K,M,2.00,5.00,44.00,79833.60,2.00,5.00,Kraków,0.00,84268.80,0.00,3.00,1
W,M,5.00,2.00,105.00,21168.00,4.00,4.00,Warszawa,3.00,28224.00,0.00,1.00,1
W,M,2.00,4.00,42.00,8467.20,5.00,0.00,£ódŸ,0.00,11289.60,2.00,2.00,1
W,M,1.00,2.00,22.00,887.04,4.00,2.00,Warszawa,0.00,1182.72,3.00,1.00,1
K,M,3.00,1.00,60.00,93744.00,5.00,5.00,Warszawa,1.00,117936.00,1.00,0.00,1
K,M,5.00,3.00,95.00,265734.00,2.00,4.00,Wroc³aw,2.00,316008.00,1.00,0.00,1
K,M,5.00,3.00,110.00,249480.00,3.00,10.00,Poznañ,0.00,299376.00,2.00,2.00,1
K,M,3.00,4.00,57.00,344736.00,5.00,10.00,Gdañsk,1.00,370591.20,1.00,3.00,1
W,M,5.00,5.00,95.00,35910.00,3.00,1.00,Poznañ,3.00,47880.00,2.00,3.00,1
K,M,5.00,5.00,105.00,1587600.00,4.00,7.00,Warszawa,0.00,1728720.00,0.00,1.00,1
K,M,2.00,4.00,40.00,109670.40,4.00,0.00,Kraków,1.00,135475.20,1.00,0.00,1
W,M,3.00,2.00,54.00,4898.88,3.00,1.00,Bydgoszcz,2.00,6531.84,1.00,0.00,1
W,M,3.00,3.00,66.00,14968.80,5.00,7.00,Poznañ,0.00,19958.40,2.00,2.00,1
W,M,5.00,4.00,90.00,18144.00,3.00,5.00,Gdañsk,0.00,27216.00,0.00,3.00,1
K,M,5.00,4.00,90.00,680400.00,5.00,2.00,Kraków,3.00,771120.00,4.00,3.00,1
W,M,4.00,5.00,84.00,16934.40,3.00,10.00,Gdañsk,2.00,25401.60,1.00,4.00,1
K,M,3.00,2.00,57.00,87907.68,3.00,10.00,Kraków,1.00,113762.88,1.00,0.00,1
K,M,2.00,3.00,42.00,101606.40,5.00,4.00,Kraków,0.00,127008.00,4.00,2.00,1
W,M,4.00,3.00,88.00,21288.96,4.00,1.00,Kraków,3.00,28385.28,1.00,1.00,1
W,M,3.00,5.00,57.00,8618.40,3.00,6.00,Lublin,2.00,12927.60,0.00,1.00,1
W,M,4.00,2.00,80.00,12902.40,4.00,7.00,Bydgoszcz,2.00,17203.20,1.00,1.00,1
K,M,5.00,5.00,90.00,1088640.00,4.00,8.00,Warszawa,1.00,1360800.00,3.00,1.00,1
K,M,4.00,4.00,72.00,515773.44,5.00,1.00,Bia³ystok,3.00,553512.96,2.00,1.00,1
W,M,5.00,5.00,110.00,36960.00,4.00,6.00,Kraków,1.00,73920.00,1.00,2.00,1
K,M,5.00,3.00,105.00,492156.00,4.00,3.00,Gdañsk,2.00,777924.00,3.00,0.00,1
K,M,5.00,4.00,90.00,353808.00,2.00,3.00,Kraków,4.00,453600.00,0.00,1.00,1
K,M,5.00,3.00,105.00,365148.00,3.00,7.00,Bydgoszcz,3.00,396900.00,1.00,2.00,1
W,M,4.00,1.00,72.00,2903.04,3.00,8.00,Warszawa,1.00,5806.08,1.00,0.00,1
K,M,4.00,2.00,72.00,158699.52,4.00,3.00,Szczecin,2.00,181923.84,2.00,1.00,1
K,M,2.00,3.00,38.00,77565.60,3.00,8.00,Gdañsk,1.00,82736.64,2.00,1.00,1
W,M,3.00,4.00,60.00,9676.80,4.00,6.00,£ódŸ,2.00,19353.60,2.00,1.00,1
K,M,5.00,4.00,95.00,788424.00,5.00,6.00,Bia³ystok,0.00,954408.00,0.00,1.00,1
K,M,4.00,5.00,88.00,328204.80,2.00,7.00,Wroc³aw,3.00,337075.20,0.00,2.00,1
K,M,5.00,3.00,110.00,590990.40,4.00,1.00,Bia³ystok,1.00,677476.80,2.00,2.00,1
W,M,5.00,2.00,95.00,14364.00,3.00,2.00,Bia³ystok,2.00,19152.00,2.00,0.00,1
K,M,4.00,4.00,84.00,361267.20,5.00,2.00,£ódŸ,0.00,474163.20,0.00,3.00,1
W,M,3.00,3.00,66.00,8981.28,3.00,5.00,Kraków,0.00,11975.04,0.00,1.00,1
K,M,5.00,5.00,105.00,837900.00,5.00,8.00,Lublin,0.00,1102500.00,2.00,1.00,1
W,M,5.00,2.00,100.00,3360.00,1.00,5.00,£ódŸ,0.00,6720.00,0.00,1.00,1
W,M,4.00,5.00,88.00,44352.00,5.00,2.00,Gdañsk,3.00,59136.00,2.00,2.00,1
K,M,2.00,4.00,40.00,70963.20,4.00,4.00,Lublin,1.00,107520.00,2.00,3.00,1
W,M,4.00,3.00,76.00,9192.96,3.00,7.00,Lublin,3.00,13789.44,2.00,2.00,1
K,M,2.00,5.00,36.00,87091.20,4.00,3.00,Szczecin,0.00,108864.00,2.00,2.00,1
K,M,5.00,4.00,95.00,95760.00,1.00,2.00,Poznañ,1.00,118104.00,0.00,3.00,1
K,M,3.00,3.00,60.00,63504.00,2.00,1.00,Bydgoszcz,1.00,72576.00,1.00,0.00,1
K,M,3.00,5.00,66.00,374220.00,5.00,5.00,Gdañsk,1.00,511434.00,2.00,2.00,1
K,M,5.00,4.00,105.00,873180.00,5.00,8.00,Wroc³aw,1.00,1031940.00,4.00,2.00,1
K,M,4.00,5.00,72.00,239500.80,3.00,7.00,Szczecin,1.00,312076.80,2.00,0.00,1
K,M,4.00,5.00,88.00,413952.00,4.00,4.00,£ódŸ,0.00,461260.80,1.00,0.00,1
W,M,5.00,5.00,100.00,63000.00,5.00,0.00,Kraków,0.00,84000.00,1.00,0.00,1
K,M,5.00,5.00,90.00,453600.00,4.00,9.00,Szczecin,1.00,589680.00,0.00,0.00,1
W,M,5.00,4.00,100.00,33600.00,5.00,7.00,Bydgoszcz,3.00,67200.00,0.00,0.00,1
K,M,2.00,5.00,42.00,124750.08,4.00,6.00,Bia³ystok,0.00,176117.76,0.00,1.00,1
W,M,2.00,3.00,42.00,3386.88,4.00,0.00,Lublin,0.00,5080.32,1.00,0.00,1
K,M,4.00,1.00,72.00,77414.40,4.00,9.00,Lublin,2.00,83220.48,3.00,0.00,1
W,M,5.00,2.00,105.00,14112.00,4.00,6.00,Lublin,4.00,28224.00,1.00,1.00,1
W,M,5.00,3.00,105.00,26460.00,5.00,3.00,Wroc³aw,4.00,39690.00,0.00,0.00,1
K,M,2.00,4.00,36.00,73543.68,4.00,1.00,Poznañ,0.00,90961.92,0.00,3.00,1
K,M,2.00,4.00,40.00,99993.60,4.00,6.00,Gdañsk,1.00,145152.00,2.00,1.00,1
W,M,4.00,2.00,84.00,13547.52,4.00,8.00,Gdañsk,2.00,18063.36,3.00,1.00,1
K,M,2.00,3.00,40.00,54432.00,3.00,8.00,Wroc³aw,1.00,88905.60,1.00,0.00,1
W,M,2.00,4.00,36.00,3870.72,4.00,5.00,Wroc³aw,1.00,5806.08,2.00,2.00,1
K,M,5.00,5.00,110.00,1293600.00,4.00,4.00,Warszawa,1.00,1552320.00,3.00,1.00,1
K,M,5.00,4.00,100.00,947520.00,4.00,7.00,Kraków,4.00,967680.00,1.00,3.00,1
K,M,5.00,1.00,105.00,59976.00,2.00,1.00,Poznañ,4.00,81144.00,0.00,0.00,1
W,M,2.00,4.00,38.00,6128.64,4.00,7.00,Gdañsk,0.00,8171.52,0.00,2.00,1
W,M,1.00,4.00,24.00,322.56,1.00,10.00,Lublin,0.00,645.12,0.00,3.00,1
K,M,3.00,1.00,63.00,76204.80,5.00,7.00,Kraków,2.00,97637.40,3.00,0.00,1
K,M,5.00,3.00,95.00,718200.00,5.00,0.00,Gdañsk,3.00,843885.00,0.00,1.00,1
W,M,4.00,3.00,72.00,8709.12,3.00,0.00,Szczecin,3.00,17418.24,1.00,1.00,1
K,M,5.00,5.00,95.00,670320.00,4.00,1.00,Lublin,2.00,766080.00,2.00,3.00,1
K,M,2.00,5.00,42.00,101606.40,2.00,2.00,Warszawa,1.00,127008.00,0.00,0.00,1
K,M,4.00,3.00,84.00,431827.20,5.00,7.00,Wroc³aw,0.00,596937.60,2.00,1.00,1
K,M,5.00,5.00,95.00,606480.00,4.00,7.00,Szczecin,3.00,798000.00,0.00,0.00,1
K,M,5.00,5.00,110.00,854700.00,5.00,5.00,Szczecin,1.00,1039500.00,4.00,2.00,1
W,M,5.00,4.00,105.00,35280.00,5.00,9.00,Wroc³aw,4.00,52920.00,3.00,2.00,1
K,M,1.00,4.00,25.00,18648.00,2.00,2.00,Gdañsk,0.00,21168.00,0.00,0.00,1
K,M,4.00,4.00,72.00,464486.40,5.00,9.00,Wroc³aw,2.00,522547.20,1.00,1.00,1
W,M,3.00,5.00,63.00,6350.40,2.00,7.00,Warszawa,2.00,9525.60,0.00,4.00,1
K,M,5.00,5.00,110.00,942480.00,4.00,4.00,Wroc³aw,3.00,1275120.00,3.00,1.00,1
W,M,2.00,1.00,36.00,483.84,2.00,5.00,Bia³ystok,1.00,725.76,0.00,0.00,1
W,M,4.00,5.00,80.00,24192.00,3.00,2.00,£ódŸ,3.00,32256.00,1.00,0.00,1
K,M,2.00,5.00,38.00,102144.00,5.00,3.00,Lublin,1.00,137256.00,3.00,0.00,1
W,M,5.00,5.00,100.00,42000.00,5.00,6.00,Bydgoszcz,0.00,63000.00,0.00,0.00,1
K,M,5.00,5.00,95.00,622440.00,3.00,1.00,Bia³ystok,2.00,746928.00,2.00,1.00,1
W,M,5.00,3.00,110.00,22176.00,4.00,9.00,Kraków,4.00,44352.00,2.00,0.00,1
K,M,4.00,5.00,76.00,97036.80,1.00,1.00,£ódŸ,0.00,122572.80,0.00,1.00,1
W,M,4.00,4.00,84.00,13547.52,3.00,5.00,Warszawa,1.00,27095.04,2.00,1.00,1
K,M,3.00,5.00,66.00,279417.60,4.00,5.00,Szczecin,0.00,319334.40,3.00,4.00,1
W,M,3.00,5.00,63.00,9525.60,3.00,2.00,Bydgoszcz,2.00,14288.40,0.00,0.00,1
K,M,4.00,2.00,76.00,178752.00,5.00,9.00,Poznañ,0.00,209395.20,3.00,0.00,1
W,M,3.00,4.00,57.00,4596.48,2.00,2.00,£ódŸ,0.00,6894.72,1.00,0.00,1
W,M,3.00,5.00,60.00,15120.00,5.00,10.00,Lublin,0.00,22680.00,3.00,1.00,1
K,M,5.00,5.00,105.00,582120.00,4.00,5.00,Poznañ,2.00,793800.00,1.00,1.00,1
W,M,5.00,1.00,90.00,6048.00,4.00,10.00,Szczecin,3.00,12096.00,0.00,0.00,1
K,M,3.00,4.00,57.00,183859.20,5.00,4.00,Szczecin,1.00,275788.80,2.00,0.00,1
K,M,3.00,5.00,60.00,176904.00,3.00,8.00,Poznañ,2.00,185976.00,1.00,4.00,1
K,M,5.00,5.00,105.00,674730.00,3.00,4.00,Wroc³aw,3.00,813645.00,1.00,2.00,1
W,M,5.00,5.00,95.00,7980.00,1.00,8.00,Lublin,0.00,15960.00,0.00,4.00,1
W,M,5.00,3.00,100.00,10080.00,2.00,4.00,£ódŸ,0.00,20160.00,1.00,0.00,1
K,M,5.00,5.00,110.00,859320.00,4.00,10.00,Gdañsk,3.00,1358280.00,0.00,0.00,1
